Nr_Proby;Algorytm;Struktura;Typ_Danych;Rozmiar;Pivot;Shell_Option;Czas_ms
6;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;27,0565
7;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;22,446
8;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;22,3313
9;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;21,9987
10;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;22,9727
11;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;22,6226
12;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;22,7248
13;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;21,7155
14;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;24,6329
15;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;22,1463
16;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;23,9458
17;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;21,0077
18;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;22,8599
19;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;22,3254
20;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;20,9881
21;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;21,0227
22;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;23,3345
23;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;21,9226
24;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;21,8858
25;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;22,434
26;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;23,2331
27;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;22,274
28;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;23,2392
29;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;21,521
30;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;22,0007
31;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;21,6862
32;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;21,7535
33;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;26,7049
34;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;22,1573
35;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;20,9227
36;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;23,6221
37;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;22,9593
38;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;22,5499
39;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;21,5843
40;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;21,8805
41;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;22,3354
42;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;22,8324
43;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;21,1815
44;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;22,6121
45;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;21,0107
46;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;22,3089
47;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;22,9723
48;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;22,4552
49;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;21,8449
50;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;22,9738

SREDNIA;;;;; ; ;22,5144
1;ShellSort;Tablica;int;10000;NULL;Option 2;1,6191
2;ShellSort;Tablica;int;10000;NULL;Option 2;1,6789
3;ShellSort;Tablica;int;10000;NULL;Option 2;1,7577
4;ShellSort;Tablica;int;10000;NULL;Option 2;2,125
5;ShellSort;Tablica;int;10000;NULL;Option 2;1,6666
6;ShellSort;Tablica;int;10000;NULL;Option 2;1,6917
7;ShellSort;Tablica;int;10000;NULL;Option 2;2,5397
8;ShellSort;Tablica;int;10000;NULL;Option 2;1,8139
9;ShellSort;Tablica;int;10000;NULL;Option 2;1,7115
10;ShellSort;Tablica;int;10000;NULL;Option 2;2,174
11;ShellSort;Tablica;int;10000;NULL;Option 2;3,6646
12;ShellSort;Tablica;int;10000;NULL;Option 2;1,9752
13;ShellSort;Tablica;int;10000;NULL;Option 2;2,2106
14;ShellSort;Tablica;int;10000;NULL;Option 2;1,7538
15;ShellSort;Tablica;int;10000;NULL;Option 2;1,914
16;ShellSort;Tablica;int;10000;NULL;Option 2;1,7582
17;ShellSort;Tablica;int;10000;NULL;Option 2;2,4205
18;ShellSort;Tablica;int;10000;NULL;Option 2;1,6792
19;ShellSort;Tablica;int;10000;NULL;Option 2;1,6728
20;ShellSort;Tablica;int;10000;NULL;Option 2;1,6491
21;ShellSort;Tablica;int;10000;NULL;Option 2;2,134
22;ShellSort;Tablica;int;10000;NULL;Option 2;2,6064
23;ShellSort;Tablica;int;10000;NULL;Option 2;1,6765
24;ShellSort;Tablica;int;10000;NULL;Option 2;1,7499
25;ShellSort;Tablica;int;10000;NULL;Option 2;2,8981
26;ShellSort;Tablica;int;10000;NULL;Option 2;1,7874
27;ShellSort;Tablica;int;10000;NULL;Option 2;2,5854
28;ShellSort;Tablica;int;10000;NULL;Option 2;1,7379
29;ShellSort;Tablica;int;10000;NULL;Option 2;3,0895
30;ShellSort;Tablica;int;10000;NULL;Option 2;1,7488
31;ShellSort;Tablica;int;10000;NULL;Option 2;3,0312
32;ShellSort;Tablica;int;10000;NULL;Option 2;3,0594
33;ShellSort;Tablica;int;10000;NULL;Option 2;3,1188
34;ShellSort;Tablica;int;10000;NULL;Option 2;2,3654
35;ShellSort;Tablica;int;10000;NULL;Option 2;2,8678
36;ShellSort;Tablica;int;10000;NULL;Option 2;1,7756
37;ShellSort;Tablica;int;10000;NULL;Option 2;1,7061
38;ShellSort;Tablica;int;10000;NULL;Option 2;2,5748
39;ShellSort;Tablica;int;10000;NULL;Option 2;1,8849
40;ShellSort;Tablica;int;10000;NULL;Option 2;3,1617
41;ShellSort;Tablica;int;10000;NULL;Option 2;1,7698
42;ShellSort;Tablica;int;10000;NULL;Option 2;1,657
43;ShellSort;Tablica;int;10000;NULL;Option 2;2,8355
44;ShellSort;Tablica;int;10000;NULL;Option 2;3,3802
45;ShellSort;Tablica;int;10000;NULL;Option 2;3,4421
46;ShellSort;Tablica;int;10000;NULL;Option 2;1,955
47;ShellSort;Tablica;int;10000;NULL;Option 2;1,996
48;ShellSort;Tablica;int;10000;NULL;Option 2;1,6889
49;ShellSort;Tablica;int;10000;NULL;Option 2;2,9358
50;ShellSort;Tablica;int;10000;NULL;Option 2;2,3208

SREDNIA;;;;; ; ;2,22034
1;ShellSort;Tablica;int;25000;NULL;Option 2;4,7271
2;ShellSort;Tablica;int;25000;NULL;Option 2;5,7018
3;ShellSort;Tablica;int;25000;NULL;Option 2;4,6957
4;ShellSort;Tablica;int;25000;NULL;Option 2;4,8998
5;ShellSort;Tablica;int;25000;NULL;Option 2;4,9023
6;ShellSort;Tablica;int;25000;NULL;Option 2;5,0876
7;ShellSort;Tablica;int;25000;NULL;Option 2;5,0738
8;ShellSort;Tablica;int;25000;NULL;Option 2;4,9491
9;ShellSort;Tablica;int;25000;NULL;Option 2;4,8341
10;ShellSort;Tablica;int;25000;NULL;Option 2;4,8396
11;ShellSort;Tablica;int;25000;NULL;Option 2;4,8707
12;ShellSort;Tablica;int;25000;NULL;Option 2;4,8225
13;ShellSort;Tablica;int;25000;NULL;Option 2;4,7892
14;ShellSort;Tablica;int;25000;NULL;Option 2;4,7164
15;ShellSort;Tablica;int;25000;NULL;Option 2;4,9369
16;ShellSort;Tablica;int;25000;NULL;Option 2;5,3915
17;ShellSort;Tablica;int;25000;NULL;Option 2;6,1134
18;ShellSort;Tablica;int;25000;NULL;Option 2;5,3284
19;ShellSort;Tablica;int;25000;NULL;Option 2;5,3635
20;ShellSort;Tablica;int;25000;NULL;Option 2;4,9643
21;ShellSort;Tablica;int;25000;NULL;Option 2;5,5506
22;ShellSort;Tablica;int;25000;NULL;Option 2;5,7831
23;ShellSort;Tablica;int;25000;NULL;Option 2;5,2543
24;ShellSort;Tablica;int;25000;NULL;Option 2;5,1688
25;ShellSort;Tablica;int;25000;NULL;Option 2;5,4731
26;ShellSort;Tablica;int;25000;NULL;Option 2;4,9671
27;ShellSort;Tablica;int;25000;NULL;Option 2;4,5992
28;ShellSort;Tablica;int;25000;NULL;Option 2;4,7934
29;ShellSort;Tablica;int;25000;NULL;Option 2;4,7839
30;ShellSort;Tablica;int;25000;NULL;Option 2;4,8699
31;ShellSort;Tablica;int;25000;NULL;Option 2;5,3299
32;ShellSort;Tablica;int;25000;NULL;Option 2;5,124
33;ShellSort;Tablica;int;25000;NULL;Option 2;4,7625
34;ShellSort;Tablica;int;25000;NULL;Option 2;5,07
35;ShellSort;Tablica;int;25000;NULL;Option 2;4,9099
36;ShellSort;Tablica;int;25000;NULL;Option 2;5,1708
37;ShellSort;Tablica;int;25000;NULL;Option 2;4,7035
38;ShellSort;Tablica;int;25000;NULL;Option 2;6,1192
39;ShellSort;Tablica;int;25000;NULL;Option 2;5,6659
40;ShellSort;Tablica;int;25000;NULL;Option 2;4,777
41;ShellSort;Tablica;int;25000;NULL;Option 2;4,8868
42;ShellSort;Tablica;int;25000;NULL;Option 2;5,3004
43;ShellSort;Tablica;int;25000;NULL;Option 2;4,7917
44;ShellSort;Tablica;int;25000;NULL;Option 2;4,7996
45;ShellSort;Tablica;int;25000;NULL;Option 2;4,7696
46;ShellSort;Tablica;int;25000;NULL;Option 2;4,796
47;ShellSort;Tablica;int;25000;NULL;Option 2;4,973
48;ShellSort;Tablica;int;25000;NULL;Option 2;4,8412
49;ShellSort;Tablica;int;25000;NULL;Option 2;4,9462
50;ShellSort;Tablica;int;25000;NULL;Option 2;4,7591

SREDNIA;;;;; ; ;5,05495
1;ShellSort;Tablica;int;50000;NULL;Option 2;11,3489
2;ShellSort;Tablica;int;50000;NULL;Option 2;10,7969
3;ShellSort;Tablica;int;50000;NULL;Option 2;10,9499
4;ShellSort;Tablica;int;50000;NULL;Option 2;10,8959
5;ShellSort;Tablica;int;50000;NULL;Option 2;10,9574
6;ShellSort;Tablica;int;50000;NULL;Option 2;10,4211
7;ShellSort;Tablica;int;50000;NULL;Option 2;11,4494
8;ShellSort;Tablica;int;50000;NULL;Option 2;11,2027
9;ShellSort;Tablica;int;50000;NULL;Option 2;10,7324
10;ShellSort;Tablica;int;50000;NULL;Option 2;10,4363
11;ShellSort;Tablica;int;50000;NULL;Option 2;11,1273
12;ShellSort;Tablica;int;50000;NULL;Option 2;11,6031
13;ShellSort;Tablica;int;50000;NULL;Option 2;11,1712
14;ShellSort;Tablica;int;50000;NULL;Option 2;10,8488
15;ShellSort;Tablica;int;50000;NULL;Option 2;11,2642
16;ShellSort;Tablica;int;50000;NULL;Option 2;11,3654
17;ShellSort;Tablica;int;50000;NULL;Option 2;11,4512
18;ShellSort;Tablica;int;50000;NULL;Option 2;10,5378
19;ShellSort;Tablica;int;50000;NULL;Option 2;11,2129
20;ShellSort;Tablica;int;50000;NULL;Option 2;11,1427
21;ShellSort;Tablica;int;50000;NULL;Option 2;10,7088
22;ShellSort;Tablica;int;50000;NULL;Option 2;11,258
23;ShellSort;Tablica;int;50000;NULL;Option 2;11,1945
24;ShellSort;Tablica;int;50000;NULL;Option 2;10,8699
25;ShellSort;Tablica;int;50000;NULL;Option 2;11,4714
26;ShellSort;Tablica;int;50000;NULL;Option 2;11,0934
27;ShellSort;Tablica;int;50000;NULL;Option 2;11,1495
28;ShellSort;Tablica;int;50000;NULL;Option 2;11,1142
29;ShellSort;Tablica;int;50000;NULL;Option 2;11,7922
30;ShellSort;Tablica;int;50000;NULL;Option 2;11,4179
31;ShellSort;Tablica;int;50000;NULL;Option 2;10,8723
32;ShellSort;Tablica;int;50000;NULL;Option 2;10,6101
33;ShellSort;Tablica;int;50000;NULL;Option 2;10,675
34;ShellSort;Tablica;int;50000;NULL;Option 2;10,6808
35;ShellSort;Tablica;int;50000;NULL;Option 2;11,4175
36;ShellSort;Tablica;int;50000;NULL;Option 2;11,4602
37;ShellSort;Tablica;int;50000;NULL;Option 2;11,1368
38;ShellSort;Tablica;int;50000;NULL;Option 2;11,0755
39;ShellSort;Tablica;int;50000;NULL;Option 2;11,2998
40;ShellSort;Tablica;int;50000;NULL;Option 2;11,2353
41;ShellSort;Tablica;int;50000;NULL;Option 2;10,6515
42;ShellSort;Tablica;int;50000;NULL;Option 2;10,8229
43;ShellSort;Tablica;int;50000;NULL;Option 2;10,647
44;ShellSort;Tablica;int;50000;NULL;Option 2;11,3885
45;ShellSort;Tablica;int;50000;NULL;Option 2;10,876
46;ShellSort;Tablica;int;50000;NULL;Option 2;12,0198
47;ShellSort;Tablica;int;50000;NULL;Option 2;11,9275
48;ShellSort;Tablica;int;50000;NULL;Option 2;11,5162
49;ShellSort;Tablica;int;50000;NULL;Option 2;10,7808
50;ShellSort;Tablica;int;50000;NULL;Option 2;10,9585

SREDNIA;;;;; ; ;11,1007
1;ShellSort;Tablica;int;100000;NULL;Option 2;24,0146
2;ShellSort;Tablica;int;100000;NULL;Option 2;23,6182
3;ShellSort;Tablica;int;100000;NULL;Option 2;27,0118
4;ShellSort;Tablica;int;100000;NULL;Option 2;26,6881
5;ShellSort;Tablica;int;100000;NULL;Option 2;24,5697
6;ShellSort;Tablica;int;100000;NULL;Option 2;23,7277
7;ShellSort;Tablica;int;100000;NULL;Option 2;23,5325
8;ShellSort;Tablica;int;100000;NULL;Option 2;23,3499
9;ShellSort;Tablica;int;100000;NULL;Option 2;24,8686
10;ShellSort;Tablica;int;100000;NULL;Option 2;23,066
11;ShellSort;Tablica;int;100000;NULL;Option 2;23,8872
12;ShellSort;Tablica;int;100000;NULL;Option 2;29,1044
13;ShellSort;Tablica;int;100000;NULL;Option 2;25,6413
14;ShellSort;Tablica;int;100000;NULL;Option 2;24,2432
15;ShellSort;Tablica;int;100000;NULL;Option 2;23,1993
16;ShellSort;Tablica;int;100000;NULL;Option 2;23,3113
17;ShellSort;Tablica;int;100000;NULL;Option 2;25,0454
18;ShellSort;Tablica;int;100000;NULL;Option 2;23,4749
19;ShellSort;Tablica;int;100000;NULL;Option 2;24,5776
20;ShellSort;Tablica;int;100000;NULL;Option 2;23,8982
21;ShellSort;Tablica;int;100000;NULL;Option 2;23,4928
22;ShellSort;Tablica;int;100000;NULL;Option 2;25,1167
23;ShellSort;Tablica;int;100000;NULL;Option 2;23,3267
24;ShellSort;Tablica;int;100000;NULL;Option 2;24,4868
25;ShellSort;Tablica;int;100000;NULL;Option 2;23,9447
26;ShellSort;Tablica;int;100000;NULL;Option 2;24,0228
27;ShellSort;Tablica;int;100000;NULL;Option 2;23,6193
28;ShellSort;Tablica;int;100000;NULL;Option 2;26,0545
29;ShellSort;Tablica;int;100000;NULL;Option 2;25,2297
30;ShellSort;Tablica;int;100000;NULL;Option 2;23,7097
31;ShellSort;Tablica;int;100000;NULL;Option 2;28,6224
32;ShellSort;Tablica;int;100000;NULL;Option 2;23,5922
33;ShellSort;Tablica;int;100000;NULL;Option 2;23,7249
34;ShellSort;Tablica;int;100000;NULL;Option 2;23,1578
35;ShellSort;Tablica;int;100000;NULL;Option 2;24,177
36;ShellSort;Tablica;int;100000;NULL;Option 2;23,2129
37;ShellSort;Tablica;int;100000;NULL;Option 2;23,7291
38;ShellSort;Tablica;int;100000;NULL;Option 2;23,4788
39;ShellSort;Tablica;int;100000;NULL;Option 2;23,398
40;ShellSort;Tablica;int;100000;NULL;Option 2;23,4677
41;ShellSort;Tablica;int;100000;NULL;Option 2;24,2407
42;ShellSort;Tablica;int;100000;NULL;Option 2;24,7933
43;ShellSort;Tablica;int;100000;NULL;Option 2;23,206
44;ShellSort;Tablica;int;100000;NULL;Option 2;23,2635
45;ShellSort;Tablica;int;100000;NULL;Option 2;23,6664
46;ShellSort;Tablica;int;100000;NULL;Option 2;23,58
47;ShellSort;Tablica;int;100000;NULL;Option 2;23,5208
48;ShellSort;Tablica;int;100000;NULL;Option 2;23,8824
49;ShellSort;Tablica;int;100000;NULL;Option 2;23,0403
50;ShellSort;Tablica;int;100000;NULL;Option 2;24,0484

SREDNIA;;;;; ; ;24,2327
1;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6182,48
2;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6803,44
3;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6119,71
4;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6230,98
5;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6550,49
6;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6130,74
7;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6454,88
8;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6198,91
9;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6286,38
10;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6374,81
11;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6342,96
12;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6214,52
13;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6282,88
14;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6458,87
15;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6031,99
16;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6555,36
17;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;8899,78
18;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;9793,42
19;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;8940,89
20;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6248,22
21;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6084,87
22;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6163,42
23;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;5864,39
24;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;5947,6
25;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6145,94
26;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6121,23
27;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6491,22
28;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6148,12
29;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6122,73
30;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6028,45
31;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;5982,65
32;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6308,45
33;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6006,29
34;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6056,6
35;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6104,31
36;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;5969,64
37;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;5746,54
38;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;5990,79
39;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6000,76
40;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6086,32
41;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6061,29
42;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6103,78
43;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;5999,36
44;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6401,26
45;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;5741,85
46;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6087,44
47;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;5756,55
48;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;5871,85
49;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6458,07
50;ShellSort;Lista jednokierunkowa;int;10000;NULL;Option 2;6270,9

SREDNIA;;;;; ; ;6344,49
1;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;53264,5
2;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;55614,6
3;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;57559,7
4;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;56588,1
5;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;57653,6
6;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;58726,6
7;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;57165,9
8;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;51846,5
9;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;54549,5
10;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;54588
11;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;55134,4
12;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;55371,2
13;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;54243,9
14;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;53941,7
15;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;55017,1
16;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;53347,8
17;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;54523,2
18;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;54557,1
19;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;59227
20;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;57114,3
21;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;58817,1
22;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;55228,9
23;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;53469,1
24;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;56917,2
25;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;57227,8
26;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;54342,4
27;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;62569,2
28;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;56692,6
29;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;56977,9
30;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;54423,5
31;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;55285,8
32;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;54563,5
33;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;58136,2
34;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;57942,7
35;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;55207,1
36;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;55880,8
37;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;57606,4
38;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;56532,8
39;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;55351,3
40;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;52764,4
41;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;57013,5
42;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;54584,1
43;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;59537,2
44;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;59085
45;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;51635,2
46;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;55814,5
47;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;57135,2
48;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;55375,1
49;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;55406,2
50;ShellSort;Lista jednokierunkowa;int;25000;NULL;Option 2;55265

SREDNIA;;;;; ; ;55936,4
1;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;285696
2;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;283863
3;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;270642
4;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;290486
5;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;290801
6;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;279800
7;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;297726
8;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;283726
9;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;279616
10;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;302208
11;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;283259
12;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;275854
13;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;285204
14;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;284912
15;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;296591
16;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;282098
17;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;281130
18;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;281079
19;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;301428
20;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;285623
21;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;312727
22;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;299974
23;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;285898
24;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;293262
25;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;279366
26;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;279853
27;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;294958
28;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;280185
29;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;281110
30;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;292958
31;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;271366
32;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;289761
33;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;291405
34;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;299772
35;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;306939
36;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;283417
37;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;268650
38;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;303589
39;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;282084
40;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;274878
41;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;309540
42;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;289251
43;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;280480
44;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;274023
45;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;307894
46;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;279939
47;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;296110
48;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;292533
49;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;273815
